Id;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence
65417;7056721;79397009999;443373000000000;582920000000000;2491920000000000;14522300000000000;39671100000000000;0;0;0;0
65418;111;76516;45155207;26641506492;15718400000000;9273860000000000;5471560000000000000;3228210000000000000000;1904640000000000000000000;1123730000000000000000000000;0
65420;1;28;378;4950;59685;699153;7998000;89987820;999961560;1099969156;11999870821
65421;20;21;32;33;44;45;56;57;75;80;81
65423;0;0;1;2;3;4;4;2;-3;-12;-25
65424;1;0;4;459;474743;5237087765;686666000000000;1140710000000000000000;24957800000000000000000000000;7377120000000000000000000000000000000;30004200000000000000000000000000000000000000000
65425;34;1003;1207;5933;6613;6749;10217;10897;18547;18649;22117
65426;1;2;1;2;1;1;3;3;5;4;5
65427;23;529;12144;278134;6387409;146525734;3359594143;77075315653;1767470000000;0;0
65428;1;5;7;22;11;63;15;92;55;126;23
65429;2;3;4;5;7;8;9;11;13;16;17
65430;1;15;72;220;525;1071;1960;3312;5265;7975;11616
65431;1;0;1;-4;0;1;0;-12;0;1;16
65432;1;2;6;24;120;710;4900;38640;342720;3376800;36603975
65433;208115000000000000000000;14395900000000000000000000000000000000;85278100000000000000000000000000000000000000000;3171080000000000000000000000000000000000000000000000000;0;0;0;0;0;0;0
65434;3000;22500;105000;490000;1715000;6002500;17287200;49787136;124467840;311169600;698544000
65436;23;46;46;46;46;46;46;46;46;46;46
65437;312;937;1312;1437;1512;1537;1552;1557;1560;1561;1563
65438;4;5;6;7;8;9;10;11;12;13;14
65441;1;2;3;5;9;10;20;50;72;46;171
65443;1406926327;1803526357;1300849327;1894561033;1076018491;1042174433;1872888821;1336948369;1566545489;1159924993;1102311181
65444;1;2;7;14;49;98;343;686;0;0;0
65445;2;93;1615;2805257;1022360000000;0;0;0;0;0;0
65448;1;3;5;6;7;30;0;0;0;0;0
65450;4181;5474;6479;6721;13201;15251;27071;34561;44099;47519;51841
65451;3;56;1341;29363;537572;8249505;108479344;1248911674;12812139620;118772000000;1006270000000
65452;1;1;6;39;272;2001;15333;121266;983274;8133564;68382628
65453;1;-1;0;1;-1;0;1;-1;0;1;-1
65454;3;9;27;69;171;405;939;2133;4779;10581;23211
65456;1;1;1;1;2;1;1;-9;3;1;1
65457;0;55;840;15936;252538;4781652;76353254;1402260000;23429257696;0;0
65462;0;0;2;7;10;23;64;175;400;983;2498
65463;2;1;1;1;18;18;18;18;18;18;18
65464;0;0;0;1;0;2;0;4;2;13;7
65465;1;4;1;1;4;1;1;4;1;1;4
65466;1;2;6;8;13;18;25;32;41;50;61
65468;1;2;1;1;5;4;7;10;12;12;22
65469;2;2;5;11;106;11;21;27;33;31;46
65470;32;1024;13045;128628;1492864;19468046;247434731;3035094004;37223091438;460689000000;5711180000000
65474;21;2;42;2;42;2;42;2;42;2;42
65477;0;1;3;1;4;1;5;1;6;1;7
65480;1;5;6;15;17;20;22;26;51;53;60
65482;1;0;0;0;0;1;0;0;0;0;1
65484;1;3;1;5;3;1;7;7;5;1;9
65485;1;5;25;43;55;128;275;1280;2816;5888;6400
65487;1;0;0;0;0;1;1;0;0;1;1
65488;1;1;1;1;1;1806390369;0;0;0;0;0
65489;2;7;9;14;18;22;24;29;35;37;41
65490;1;4;64;1024;4194304;1073741824;17179869184;288230000000000000;0;0;0
65494;1;4;5;6;8;9;10;11;13;14;15
65495;1;8;14;-688;-7604;76768;2515144;-2909248;-903574384;-6064895872;358089000000
65497;1;4;1;28;7;1;220;55;10;1;1820
65505;1;3;17;99;545;2883;14897;75939;384065;1933443;9706577
65508;88;7744;295720;10867960;437257670;17872674996;733660000000;30140500000000;1239560000000000;50994100000000000;2098160000000000000
65510;1;2;1;3;2;1;5;6;2;1;7
65513;1;-3;0;3;-5;0;5;-7;0;7;-9
65515;12;25;41;70;115;189;308;501;813;1318;2135
65517;0;-1;0;-128;2059;-76066;2021086;-60727431;1740361110;-50782989034;1471650000000
65519;7;9;6;1;6;7;2;6;3;0;8
65522;1;1;2;6;21;81;325;1348;5757;25140;111909
65524;0;1;1;1;0;2;2;2;0;1;1
65528;0;0;0;0;0;0;0;0;0;1;0
65529;1;-1;0;0;0;0;0;0;0;0;0
65530;13;17;29;31;43;47;59;67;71;79;83
65531;1;1;1;6;80;1666;47232;1694704;73552752;3744491970;218684000000
65532;2;3;2;3;2;5;2;3;2;3;10
65533;1;2;6;24;120;720;4859;37424;323784;3107520;32749200
65534;214;84463;28966191;6469118415;784706000000;0;0;0;0;0;0
65535;0;4;12;28;60;124;252;508;1020;2044;4092
65536;41;103;151;157;167;173;191;331;349;353;359
65539;1;2;3;2;3;4;3;4;5;2;3
65540;49;343;1953;8903;35361;130515;461513;1597311;5462319;18645525;63611685
65543;2;14;67;366;1840;9361;47610;242254;1234052;6286646;32024913
65546;1;24;49;8576;65625;466176;2475249;73741824;486784401;0;25937424601
65549;57735;333334;471405;577350;666667;745356;881917;942809;1054093;1054094;1054095
65551;0;720;665280;13366080;96909120;427518000;1402410240;3776965920;8835488640;18595558800;36045979200
65553;1;2;4;2;2;4;16;2;2;4;2
65557;1;1;0;1;2;0;1;6;3;0;1
65559;1;1;1;1;3;2;1;6;6;2;1
65561;1;1;1;1;2;1;1;4;4;1;1
65562;5;8;10;14;15;20;20;24;25;32;30
65565;0;0;5;0;5;5;17;0;17;5;17
65569;1;20;375;7560;167825;4110120;0;0;0;0;0
65574;56;336;1200;3300;7700;16016;30576;54600;92400;149600;233376
65575;1;7;42;252;1512;9072;54432;326592;1959552;11757312;70543872
65578;84;210;252;364;546;756;786;980;1176;1380;1386
65582;0;84;924;21008400;99960;88880488880;50505000000000;99999984;999999924;22222200000000000000;0
65583;1;1;1;0;-1;0;1;0;0;0;-1
65584;1;3;7;15;28;45;55;21;-155;-696;-2051
65585;1;4;10;20;36;60;86;115;157;196;238
65587;4;22;27;58;85;94;202;706;8005;80005;700006
65590;1;2;3;5;6;7;11;13;14;15;17
65593;181;2393;109367;208529;1164617;1296343;1588859;2953117;4298867;4609513;9573409
65596;5;7;11;13;17;19;29;37;41;43;47
65597;0;1;-2;10;-53;393;-3469;36923;-455034;6408445;-101394621
65601;2;5;6;7;8;9;14;16;21;27;28
65602;0;1;2;4;5;6;8;9;10;11;13
65603;1;2;9;58;485;4986;60517;846434;13384233;235915570;4583337761
65606;1;54;1234;-115020;-12437844;102210984;110122000000;4915060000000;-1031160000000000;-121820000000000000;9031430000000000000
65607;1;6;22;78;288;1098;4224;16432;64310;253692;1003374
65608;1;13;156;1872;22464;269568;3234816;38817792;465813504;5589762048;67077144576
65610;10;41;272;2563;31254;466565;8235436;167772167;3874204898;100000000000;28531200000000
65614;3;21;2;40;1;8;1;18;1;4;2
65615;1;-1;0;2;2;0;3;-1;0;4;0
65620;4;9;16;25;36;49;64;81;121;484;1089
65621;1;2;2;3;18;12;16;180;288;140;30
65622;1;2;2;4;2;6;2;9;3;8;2
65623;1;4;0;3;6;7;7;4;6;1;0
65625;6;20;42;18;20;44;78;105;136;12;76
65627;1;2;104;111712;2688307514;1445780000000000;17337600000000000000000;0;0;0;0
65630;0;0;0;0;0;0;0;0;1;1;1
65631;1;4;8;18;32;52;70;98;132;152;200
65632;1;2;5;45;22815;2375150000000;2233180000000000000000000000000000000;0;0;0;0
65633;0;2;3;7;13;29;53;97;181;337;617
65634;21;29;102;110;183;189;261;272;345;353;426
65635;1;2;3;7;8;36;35;201;393;2370;3971
65637;27;2871;39663;326367;2123199;12126591;63900927;319163391;1535375871;7186396671;32947236351
65639;3;6;8;10;12;15;17;19;21;24;26
65641;1;1;4;12;30;66;132;0;0;0;0
65643;1;2;4;5;8;10;16;20;25;32;40
65648;4;6;10;16;24;34;46;60;76;94;114
65651;1;0;0;1;1;-2;-1;2;1;1;-8
65653;2;3;5;7;10;11;13;15;18;19;21
65654;2;3;13;21;231;849;885;1225;0;0;0
65655;1;0;0;0;0;1;0;0;0;3;0
65656;2;8;75025;610;0;0;0;0;0;0;0
65657;1;1;-2;3;-10;6;-65;378;-5525;16632;-1278485
65662;1;2;26;1804;591894;860081340;5338680000000;138638000000000000;14872900000000000000000;6538680000000000000000000000;11717400000000000000000000000000000
65664;4;0;0;1;-80;0;0;20;1;0;11200
65666;2;1;7;193;63775;4294321153;18446700000000000000;340282000000000000000000000000000000000;115792000000000000000000000000000000000000000000000000000000000000000000000000;0;0
65668;3;7;2;8;9;9;1;6;3;4;2
65671;0;1;10;100;1000;4762;4832;10000;10376;10493;11205
65672;3;2656;153158;2719737;25329517;156833689;732668048;2785009761;9043820751;10100451203;28651053091
65674;1;1;2;2;9;9;3;22;48;32;24
65677;0;0;1;4;16;36;81;144;256;400;625
65680;1;3;6;13;26;39;277;642;2291;4582;6231
65682;1;1;1;3;7;16;34;70;130;235;445
65686;0;1;4;9;12;16;20;25;36;0;0
65689;1;11;110;1100;11000;110000;1100000;11000000;110000000;1100000000;11000000000
65690;1;1;1;2;1;2;3;2;2;5;5
65691;5;6;8;9;11;12;14;15;17;18;19
65692;0;0;35328;1533064;10353632;33908456;76860784;140714528;225295032;330074144;454720992
65698;0;1;1;2;5;12;33;94;290;949;3245
65699;20;34;92;354;536;542;556;576;596;604;660
65700;2;11;3;5;9;4;7;21;6;8;56
65703;8;10;11;12;13;14;15;16;17;19;20
65704;176;579520;9274410900;155586000000000;2558200000000000000;34699000000000000000000;349718000000000000000000000;2414280000000000000000000000000;0;0;0
65707;3;135;2835;8505;12629925;492567075;1477701225;39565500000000;2255230000000000;6765690000000000;7002490000000000000
65713;1;6;4;8;4;3;9;4;6;7;0
65715;1;1;1;1;1;1;1;2;1;1;1
65716;6;17;30;45;60;77;94;111;130;148;167
65717;5;7;11;17;31;41;47;61;67;97;101
65718;53;2;107;3;7;11;2620003;707431;1993;4409;131
65719;1;15;1519;23575;15907111;5224037;13034567237;206748000000;51412400000000;10224300000000;152012000000000000
65724;1;114243;162555929;374177000000;676612000000000;1252780000000000000;2242290000000000000000;3997300000000000000000000;0;0;0
65726;1;-99;-99;1960101;7840701;-155226000000;-1319560000000;26121200000000000;381135000000000000;-7543760000000000000000;-168204000000000000000000
65727;0;2;0;4;2;0;6;8;10;16;42
65729;0;99232;2;6;1;3;4;2;1;2;1
65730;1;2;3;5;7;4;9;11;13;8;15
65731;0;0;0;0;1;4;6;8;17;24;26
65732;1;1;1;2;1;3;6;2;4;12;24
65733;0;1;3;9;33;0;0;0;0;0;0
65735;17;663;25857;1008423;39328497;1533811383;59818643937;2332930000000;90984200000000;3548380000000000;138387000000000000
65737;1;5;25;123;593;2803;13017;59531;268705;1199331;5301929
65739;1;2;4;3;12;30;60;420;840;1260;630
65741;5;9;15;28;40;72;84;90;120;0;0
65742;0;2;3;6;30;81;252;702;2287;6642;19602
65743;0;1;-3;0;-1;3;0;1;-3;0;-1
65745;1;0;1;1;1;1;2;2;3;3;4
65747;1;2;3;4;5;7;8;9;10;11;13
65748;25;35;37;59;79;91;173;485;626;998;1613
65749;1;2;5;6;7;9;10;11;13;14;15
65751;1;5;11;22;33;52;67;93;117;149;174
65752;1;1;2;4;16;64;384;2544;20352;181632;1816320
65756;2;6;34;250;972;15498;766808;5961306;54891535;2488870076;0
65760;2;4;6;8;9;11;12;14;15;17;18
65761;429;1001;3003;9646;32123;109550;380162;1337220;4755402;17065365;61714147
65762;58892;11675764;3408343704;1029060000000;315651000000000;0;0;0;0;0;0
65766;1187;27157;640652;12273323;221519116;3408343704;48815088704;628180000000;7601480000000;85461700000000;913975000000000
65770;3;5;11;157;2557;13537;73477;85243;0;0;0
65772;1;2;32;1000;68480;6561664;1023602304;201258000000;56084900000000;18730100000000000;8177800000000000000
65773;41;63;185;207;329;351;437;449;461;485;492
65774;100;93;86;79;72;65;58;51;44;37;30
65775;1;6;18;132;810;5724;42156;323352;2550042;20559660;168680196
65777;1;2;3;4;5;6;7;8;9;11;22
65781;185527;451837;591751;1265471;1266929;1618973;1626227;1664713;2586277;2754683;2765519
65782;1;69862;8448460856;1368010000000000;264255000000000000000;57423400000000000000000000;13572700000000000000000000000000;3416710000000000000000000000000000000;0;0;0
65783;1;0;0;0;6;504;0;0;143388;565760;0
65785;1;12;228;5928;195624;7824960;367773120;19859748480;1211440000000;82378200000000;6178370000000000
65786;1;3;10;103;727;2186;24061;625719;625719;10637349;202110261
65788;1;48;2256;106032;4983504;234224688;11008560336;517402000000;24317900000000;1142940000000000;53718300000000000
65793;3;5;13;38;117;370;1186;3827;12389;40169;130338
65794;20800;643968;22773384;748331168;26462419832;873499000000;30836900000000;1019970000000000;35939600000000000;1190940000000000000;41889000000000000000
65797;-6;-12;10;105;-20;-154;15;4403;-40;-30;364
65802;1;1;2;3;5;6;9;11;16;19;26
65806;1;1;7;20;322;1335;36401;192713;7712455;49055292;2659544320
65808;1;2;6;18;60;204;716;2560;9296;34128;126560
65811;1;-1;1;-23;263;-133787;157009;-16215071;2689453969;-26893118531;5600750000000
65812;31;1;1;1;1;5;6;1;5;2;5
65814;1;2;3;7;11;31;57;148;312;754;1559
65815;314;1592;65358;97932;384626;433832;795028;8419716;939937510;5820974944;59230781640
65816;537;1557;8313;16493;18149;55849;145029;211581;334577;436915;3445721
65817;1;3;11;34;182;282;2034;4908;15564;20100;223620
65818;1;3;5;8;10;11;14;16;18;21;22
65819;1;5;6;10;11;13;17;22;31;33;50
65824;9;25;39;41;57;73;89;103;105;121;137
65826;1;3;3;9;7;9;7;9;11;19;17
65827;0;2;4;8;16;32;64;128;256;512;1024
65829;1;1;4;10;33;91;298;910;2974;9655;32287
65830;0;3;27;72;138;225;333;462;612;783;975
65831;1;33;64;163;594;1738;5121;15789;47687;143778;435813
65832;1;5;25;125;65;625;3125;15625;325;78125;390625
65833;1;1;3;8;15;38;120;258;683;2116;4796
65834;47;173;677;929;1181;1307;1433;1559;1811;2063;2441
65837;1;2;7;74;543;10589;120009;3420257;4767631;2281311434;141441000000
65838;1;2;1;4;3;2;8;7;6;4;17
65839;3;31;37;41;107;421;773;967;1451;1567;1571
65840;1;2;4;9;22;57;155;441;1311;4066;13130
65843;29;43;93;107;157;171;221;239;285;299;351
65844;15;175;1985;22193;247759;2764991;30856705;344356289;3842988975;42887577455;478624000000
65847;2;3;4;5;6;8;10;11;12;15;16
65848;1;1;3;5;19;45;161;457;1571;5133;17539
65849;1;3;12;52;235;1089;5132;24471;117690;569694;2771599
65852;1;12;132;1386;14520;151800;1586970;16589100;173411700;1812724650;18948963000
65854;0;1;1;1;2;2;3;3;3;4;4
65855;25;12;8;6;5;4;3;3;2;2;2
65856;3;7;16;33;62;108;177;276;413;597;838
65857;8;24;120;288;960;1680;3480;4488;6888;11880;16128
65861;1;30;495;5890;56265;456786;3263990;21017040;124018290;679118550;3484681077
65862;1;0;0;40;896;62304;7514496;1093708928;222603000000;59177100000000;19661200000000000
65863;1;3;10;5;28;35;7;54;126;84;9
65864;9;945;98475;9961125;999024375;99975590625;9999390000000;999985000000000;99999600000000000;9999990000000000000;1000000000000000000000
65865;32;851;144184;157316750;1111760000000;50733500000000000;15590600000000000000000;0;0;0;0
65868;1343281;6990799321;603269000000;1006240000000000;186370000000000000;173224000000000000000;48673200000000000000000;33073700000000000000000000;11681300000000000000000000000;0;0
65869;89689;107377;288583;367957;381103;400759;445363;623107;625699;637003;710713
65870;1;3;7;15;29;61;114;219;404;741;1324
65873;29;47;101;107;127;149;167;173;197;233;257
65877;1;1;3;1;115;11;5887;151;259723;15619;381773117
65878;0;1;1;0;1;0;1;0;0;0;1
65880;5;4;7;4;1;7;8;4;3;5;8
65881;0;1;2;3;4;7;8;15;16;127;128
65882;11;29;58;60;71;72;77;95;102;125;131
65887;5414;12704;13019;44369;82949;98279;105524;112199;115139;123854;134249
65889;1;1;6;9;0;2;2;6;9;2;3
65890;0;0;0;0;0;0;0;0;0;0;0
65891;2;9;14;15;17;18;19;20;23;30;37
65892;1;4;1;26;10;1;232;110;16;1;2657
65893;0;0;20;23;1655;39597;336788;2130707;97253704;2328983293;27777628803
65894;3;6;1;9;9;3;8;6;7;0;9
65895;2;3;19;37;719;1511;5443;69709;386093;1907819;10777931
65899;8;56;106;155;204;253;302;351;392;449;498
65900;2;0;1;0;3;0;5;0;0;0;9
65901;1;2;9;70;771;10948;190205;3907494;92654059;2490459468;74827519077
65902;1;4;26;206;1592;12428;96632;752552;5856992;45595664;354918176
65903;1;2;1;1;2;3;4;3;2;1;1
65904;7;12;18;20;11;15;21;33;17;16;24
65906;1;30;592;9744;145264;2038176;27478144;360357888;4633015552;58698511872;735496000000
65910;1;8;1;64;24;1;512;448;48;1;4096
65914;5;54;549;5499;54999;549999;5499999;54999999;549999999;5499999999;54999999999
65915;3;7;11;47;322;9349;1860498;10749957122;12360800000000000;82123500000000000000000000;627376000000000000000000000000000000000000
65921;1;1;5;17;67;247;1099;4455;19465;81113;366871
65922;3001;4001;7001;9001;13001;16001;19001;21001;24001;28001;51001
65923;1;5;6;16;8;30;10;42;24;40;14
65926;0;0;0;0;0;1;1;0;1;0;1
65929;0;3;21;54;102;165;243;336;444;567;705
65932;11;67;151;179;263;347;431;487;571;599;683
65933;2;0;1;1;3;1;6;6;2;3;5
65934;1;2;0;3;0;0;1;4;1;0;2
65935;2;5;14;29;50;77;110;149;194;245;302
65936;310;1136;4456;27168;133392;607008;3503136;17206032;78302496;451903008;2219576592
65937;0;1;0;0;0;0;1;1;1;2;6
65940;0;0;1;0;1;1;0;0;1;0;0
65942;11;26;41;52;67;82;97;108;123;138;153
65943;1;5;6;12;18;24;36;42;48;60;84
65944;4;9;10;21;22;15;14;25;6;35;26
65945;8;10;12;16;24;40;56;72;120;136;0
65946;1;2;85;172;7309;14790;628489;1271768;54042745;109357258;4647047581
65948;0;141;141;831;3783;831;19881;112707;112707;19881;201495
65949;1;2;5;33;351;5404;104001;2416967;65820325;2058166065;72731671225
65950;1;19;151;1239;10271;85611;715649;5991499;50202083;420816645;3528266989
65954;2;14;34;38;42;78;90;178;778;974;1878
65956;1;4;7;14;19;32;39;58;67;92;103
65959;3;14;31;24;23;160;225;56;171;186;53
65961;1;2;11;175;15689;0;0;0;0;0;0
65962;1;1;1;2;3;4;6;6;6;6;4
65964;4;6;9;11;14;15;16;17;19;21;22
65965;9;46;145;360;770;1484;0;0;0;0;0
65966;1;8;32;512;2048;16384;65536;2097152;8388608;67108864;268435456
65971;1;0;-1;-6;-15;60;1023;6062;-9247;-652680;-7332289
65973;1;1;1;2;1;2;1;2;3;2;1
65974;1;15;1;175;30;1;1750;575;45;1;15750
65975;1;0;0;4;-4;20;-20;84;-84;340;-340
65977;1;1;1;1;4;2;1;9;20;7;1
65980;1;1;1;1;1;1;1;0;0;0;0
65981;727;10301;14341;16361;18181;30703;1003001;1145411;1163611;1201021;1363631
65982;9;6;5;9;2;5;8;2;6;2;8
65984;0;0;1;3;7;13;24;39;64;98;150
65989;2;3;5;9;11;17;39;47;95;105;113
65990;5;7;13;15;39;41;47;49;73;75;81
65991;3;8;6;15;6;16;6;22;9;16;6
65994;10077696;12828;12828;299556;1441;299556;741024;5545;5545;741024;2309831
65995;1;0;1;1;1;1;0;0;1;1;1
65996;3;2;3;2;0;5;0;8;0;7;5
65997;1;5;56;997;23653;679810;0;0;0;0;0
65999;2;7;11;17;19;23;29;31;41;43;47
66000;14;196;826;3641;18972;82477;335915;1424240;5887228;23664574;95673277
66002;0;1;110;11011;11011100;11011100101;11011100000000;11011100000000000;110111000000000000000;1101110000000000000000000;11011100000000000000000000000
66005;11;421;31;41;2551;61;71;6481;8191;101;0
66007;120;180;240;360;420;480;504;540;600;660;672
66009;1;1;2;2;2;2;3;3;3;3;3
66010;2;3;4;3;5;6;5;4;7;5;8
66011;0;4;6;104;311;2799;191;17344;77971;701739;456276
66015;0;1;2;1;2;8;1;2;2;108;1
66016;1;7;19;58;199;688;3581;19670;126183;979162;8439890
66018;0;0;1;0;1;1;1;0;1;1;1
66019;1;4;6;720;12;3360;18;9240;11793600;30;45239040
66021;0;7;141;2576;46347;831985;14930208;267913919;4807525989;86267568688;1548010000000
66022;1;1;0;-1;-1;-1;0;1;1;1;0
66024;14;25;24;27;22;18;15;16;15;15;16
66025;0;1;3;5;9;12;16;19;26;31;37
66026;1197630;20402760;25451790;29445850;43830780;44898210;52214050;76355370;84234990;88337550;99495550
66028;1;4;12;32;76;206;510;1126;1803;1980;981
66029;1;30;210;867;2690;6956;15833;32775;63024;114235;197241
66030;0;1;-2;63;-1684;47885;-2204406;132744619;-9077359208;742553000000;-73321400000000
66032;1;6;14;15;47;31;28;44;70;49;74
66034;0;1;3;9;21;35;45;58;66;99;133
66036;645;1387;2701;2821;4369;4371;7957;8911;11305;13741;13747
66040;0;561;1105;1729;0;29341;162401;334153;1615681;3581761;399001
66041;2;3;5;6;7;8;11;13;18;19;22
66043;0;2;9;29;67;130;224;356;533;763;1055
66044;1836;19252;120420;485580;1431580;7580604;30777228;98695180;260875260;1171616956;4324917900
66045;8;11;10;524;46;30;88;68;26;39;2935
66046;4;8;14;23;35;50;65;86;104;122;143
66054;0;1;2;3;4;5;6;9;10;11;12
66055;12;1;1;3;2;1;1;1;1;1;1
66057;2;3;5;7;711;913;117;0;323;1729;231
66058;1;1;1;1;3;2;10;3;1;31;8
66059;1;4;14;81;1934;1517172;0;0;0;0;0
66060;0;0;0;520;5632;31176;135240;429360;1211208;3028224;6888216
66061;2;3;9;9;6;2;8;4;2;7;8
66063;1;0;1;0;0;1;1;0;0;0;0
66066;3;24;150;157;164;171;178;185;192;1032;1088
66067;1;2;5;12;30;74;185;460;1150;2868;7170
66071;7;16;25;34;43;52;61;70;79;88;97
66074;0;1;5;36;245;1681;11520;78961;541205;3709476;25425125
66075;0;0;0;0;0;0;420;3360;30240;403200;4019400
66077;1;2;0;2;6;0;0;4;0;2;0
66078;1;3;6;13;27;63;148;363;912;2330;6036
66079;4;42;552;13751;425674;18458342;1164072896;139922000000;38221300000000;19223000000000000;13952500000000000000
66080;3;23;29;31;43;59;73;83;101;109;139
66082;2;2;6;8;8;8;8;8;15;15;18
66083;1;1;5;19;113;701;5269;42883;393441;3887065;42013381
66085;15;210;2380;26432;303660;3678840;47324376;647536032;9418945536;145411000000;2377610000000
66090;58;158;258;358;458;558;589;658;758;858;958
66093;1;2;4;7;11;16;21;27;34;42;51
66094;0;3;9;9;10;10;16;20;19;21;23
66098;1;1;3;7;3;9;3;9;149;9;233
66102;2;0;8;0;32;0;128;0;2560;0;1415168
66103;1;2;6;24;120;720;5040;40320;362880;3456000;35818560
66105;4;4;2;2;6;2;6;2;6;2;4
66106;3;5;6;7;10;11;13;16;17;19;22
66107;1;-1;1;3;-1;1;-3;4;-1;1;5
66109;1;1;6;18;168;840;10800;75600;1249920;11249280;228614400
66110;1;30;1519;122156;14466221;2379402090;519987000000;145897000000000;51151600000000000;21923400000000000000;11281200000000000000000
66111;5;17;167;302946000000000000000000000000000;17164700000000000000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0;0;0;0
66113;13;31;133;120332323;13023000000000;0;0;0;0;0;0
66114;1;2;3;4;25;6;49;8;27;20;1331
66116;1;1;3;7;24;70;264;871;3445;12209;49965
66121;1;0;0;1;1;0;2;1;1;2;2
66122;1;-2;2;-2;0;2;-4;6;-4;0;6
66123;5;2;5;8;5;2;5;8;5;2;5
66125;1;5;34;233;1597;10946;75025;514229;3524578;24157817;165580141
66126;1;1;4;22;148;1156;10192;99688;1069168;12468208;157071424
66128;1;2;3;5;9;16;30;58;113;223;443
66129;2;5;6;10;19;31;47;62;91;97;196
66134;0;1751;31175004775;45086300000000000000;2621840000000000000000000000000;3490160000000000000000000000000000000000000;69170200000000000000000000000000000000000000000000000000;0;0;0;0
66135;1;0;3;6;19;48;141;378;1063;2920;8115
66136;1;1;2;5;14;37;116;346;1112;3541;11718
66138;3;13;30241;670443000000;20008000000000000000000000000000000000;31370000000000000000000000000000000000000000000000;0;0;0;0;0
66139;1;120;4020;121220;1651220;23551220;266251220;2750051220;25551151220;210564000000;0
66140;0;1;3;2;11;6;5;7;4;100;27
66141;1;4;9;27;79;225;108;249;999;2104;1005
66142;1;3;5;6;14;19;24;45;49;62;72
66143;5;67;192;479;963;1709;2893;4633;6895;10079;14273
66144;1;1;2;3;4;6;6;11;10;18;16
66147;12;32;90;256;732;2102;6060;17536;50922;148352;433500
66148;1;0;1;0;1;2;0;2;4;3;0
66152;-3;5;30;78;155;267;420;620;873;1185;1562
66155;1;1;3;3;7;9;15;19;32;40;60
66158;0;0;0;0;0;0;0;1;1;2;3
66160;1;3;8;15;24;35;47;62;78;97;118
66161;1;1;1;1;2;1;1;3;3;1;1
66162;0;1;0;6;8;118;880;14400;318220;10446298;531060152
66163;45;47;3180;3454;6538;6812;32423100000000000000;47029000000000000000;49049500000000000000;50950500000000000000;52971000000000000000
66165;3;4;5;6;8;10;13;17;22;29;38
66166;66;46;47;42;337;63;106;286;119;953;76
66168;1;8;48;400;2288;20112;108016;1018256;5030640;51991696;229724144
66170;2;30;72;144;312;336;510;690;990;1122;1254
66171;1;12;3;150;60;12;2160;1080;360;60;36015
66172;1;0;1;1;2;2;3;3;4;4;5
66173;1;95;99;121;125;159;287;319;415;447;511
66176;2;10;58;338;1970;11482;66922;390050;2273378;13250218;77227930
66177;1;7;16;11;59;43;39;44;80;117;91
66178;12;28;93;108;174;190;252;271;336;352;417
66180;1;1;12;6;180;10;560;1260;12600;1260;166320
66181;1;1;1;1;1;0;1;0;1;1;1
66182;0;0;0;0;0;18;26;30;38;44;108
66183;0;1;3;5;8;9;10;11;12;13;15
66184;6;6;6;8;6;6;6;8;6;6;6
66186;1;2;3;4;5;6;7;8;9;910;0
66187;1;3;12;51;221;965;4227;18540;81363;357145;1567849
66189;8;17;20;26;35;44;47;53;56;62;71
66191;0;0;0;0;0;0;0;0;0;0;0
66195;1;2;3;3;4;5;4;6;5;7;8
66196;0;93;2046;8675;24622;56389;112078;201457;335974;528757;794614
66197;1;2;2;2;3;2;2;4;2;2;4
66198;1;2;7;4;7;7;4;6;9;7;2
66203;6;12;15;20;28;30;35;40;42;45;56
66204;0;3;4;7;8;11;12;15;16;19;20
66205;1;2;4;8;12;30;60;120;240;504;840
66206;1;2;0;3;1;0;4;1;0;0;5
66207;1;1;1;1;2;1;2;1;2;1;1
66208;52;373780;33093356640;14216400000000000;19558500000000000000000;0;0;0;0;0;0
66210;1;1;1;3;1;2;7;6;9;1;3
66211;4;4;11;4;0;0;0;0;0;0;0
66212;1;1;4;18;262160;0;0;0;0;0;0
66213;1;2;5;14;33;72;125;219;376;573;745
66215;2047;8388607;536870911;137439000000;2199020000000;8796090000000;140737000000000;9007200000000000;576461000000000000;147574000000000000000;2361180000000000000000
66216;1;-2;3;-5;7;-14;11;-66;-127;-992;-5029
66219;0;1;4;9;16;49;64;81;100;144;169
66220;3;5;6;10;12;13;17;19;20;24;26
66226;40320;1451520;30240000;479001600;6411968640;76592355840;843185000000;8734430000000;86355900000000;823173000000000;7621930000000000
66229;0;1;2;3;4;5;6;7;8;9;10
66232;1;1;4;8;18;33;62;104;175;277;433
66233;0;2;3;2;5;11;7;2;3;17;11
66234;1;0;2;10;135;2288;53795;1625958;61408620;2823039912;154822000000
66236;8;24;8925;32445;118541000000;0;0;0;0;0;0
66238;10;210;2992;37100;433620;4928798;55237824;614451348;6807871480;75275707584;831595000000
66239;0;1;3;15;60;297;1618;11359;0;0;0
66242;3;16;84;440;2304;12064;63168;330752;1731840;9068032;47480832
66243;2;4;3;8;2;8;3;7;3;8;7
66245;2;3;5;7;11;3;7;19;2;2;3
66246;1;3;4;7;9;13;16;20;25;30;36
66248;1;1;1;1;1;1;1;1;3;1;1
66250;0;0;0;0;0;0;2;56;984;14004;177140
