Id;Sequence;Sequence;Sequence;Sequence;Sequence
70663;0;1;3;4;5
70665;1;2;2;3;2
70667;1;3;37;743;20841
70668;162;5731144;5,37471E+11;5,27284E+16;5,18185E+21
70670;2;11;1361;2521008887;1,60222E+28
70671;0;1;3;2;6
70672;81;6561;531441;43146816;3486784401
70673;3;5;7;8;9
70674;1;1;3;10;45
70677;20;210;72;88;90
70678;1;-3;-2;-1;5
70680;2;13;66;330;1652
70685;1;3;6;49;147
70686;2;5;12;29;71
70688;11;38;52;70;83
70689;2;16;102;987;13876
70690;0;2;4;6;180
70691;1;3;1;21;1
70693;1;1;2;3;1
70694;18;1027;1028;1029;14745
70695;2;5;22;495;559
70697;0;22368256;1903757312;89702612992;3,09927E+12
70699;1;-1;0;0;0
70700;3;13;113;1113;111113
70703;1;3;2;5;6
70705;1;2;10;12;14
70706;1;3;6;12;48
70709;0;3;5;6;48
70711;1;2;0;-2;-2
70712;1;83;3486;98770;2123555
70713;1;1;3;6;16
70714;1;3;21;208;2637
70718;0;31;48;61;70
70719;1;2;6;4;12
70722;0;0;0;0;0
70726;8;8;7;7;5
70727;602;20292818;6,84071E+11;2,306E+16;7,77354E+20
70730;1;7;6;5;1
70732;8;64;4096;9393931;5,95978E+13
70733;3;7;13;17;19
70734;1;3;5;11;15
70737;1;1;0;1;2
70739;-1;1;0;7;-27
70740;1;1;2;4;1
70742;22;43;143;157;182
70744;1;1;2;5;16
70749;1;1;2;3;5
70750;2;131;8161;386093;16290047
70756;6;18;42;54;66
70757;0;1;6;104;4736
70759;1;1;3;7;17
70761;1;1;-1;1;-3
70763;9;9;1;3;3
70765;0;0;0;0;0
70766;9747;190347;4225471;69321821;1350148902
70767;1;2;3;4;21
70768;1;3;5;6;7
70769;3;7;19;73;87211
70770;0;1;3;2;6
70771;1;70;34650;58370761;2,54258E+11
70772;2468101;21;41;61;8,20222E+13
70774;2;10;73;712;8681
70775;0;1;1;6;15
70776;1;4;8;11;15
70779;1;11;111;1111;11111
70782;5;1301;331781;18974741;37015061
70786;1;0;9;7;9
70788;2;3;4;6;8
70789;163;16887;2122623;211328743;23851967507
70790;1;15;21;55;1225
70796;1;2;10;70;588
70797;12;20;24;28;36
70802;1;3;9;15;21
70804;0;1;1;79;2101
70808;1;23;506;11132;244904
70809;25769;7386;7884;8714;9480
70810;1;1;2;1;8
70812;1;6;6;36;1296
70820;2;4;4;10;4
70823;1;1;0;1;-1
70826;1;1;1;2;3
70832;3;5;7;11;13
70833;1;1;1;2;1
70834;2;3;5;7;11
70837;1;1;4;9;38
70839;0;1;2;3;4
70841;2;3;4;5;9
70844;1;1;5;51;857
70845;10;11;12;13;112
70846;5;31;89;179;191
70851;1;21;73151;57201104003;0
70852;1;1;1;2;2
70853;0;1;2;3;4
70855;323;647;971;1295;1619
70857;1;6;84;2054;78231
70858;341;91;15;124;35
70859;0;0;0;1;5
70864;1;2;5;9;15
70866;1;5;9;13;35
70867;2;3;11;5;0
70868;0;1;3;5;9
70869;0;2;3;5;6
70871;1;1;3;15;138
70872;1;2;4;6;8
70873;3;5;4;9;8
70876;1;2;9;34;149
70877;1;1;3;12;57
70878;0;1;8;27;24
70880;1;1;0;1;1
70881;5;12;24;59;60
70883;0;0;2;8;13
70885;1;2;9;263;1061
70888;3;6;18;30;88
70890;0;1;2;3;4
70891;1;2;-1;3;0
70893;17;1433;499679;1279;31
70894;1;3;1;7;1
70896;1;4;129600;1,72104E+13;1,43441E+25
70897;15;451;13545;406801;12217575
70899;1;1;2;2;4
70900;1;2;3;4;5
70902;0;0;0;0;0
70903;1;4;-2;1;-5
70910;1;1;4;8;20
70911;0;1;3;4;7
70912;0;0;0;0;0
70914;0;2;4;6;8
70920;8;-6;12;-25;52
70923;1;2;-2;15;-99
70924;1;-1;1;0;-2
70925;0;0;0;0;0
70930;32;144;1665;11556;103484
70933;1;8;85;848;8569
70934;7;21;273;65793;4295032833
70936;0;0;0;33;339
70937;1;179;204;108;996
70939;9;82;1485;13447;243531
70941;8;0;7;5;8
70942;111;11112;1122112;111111111;122121216
70946;0;1;2;6;7
70947;0;1;1;2;2
70950;0;1;2;3;4
70951;0;6;117;9466;800982
70952;1;64;2598;62098;1224456
70953;3;12;18;24;33
70955;1;4;9;2;16
70956;0;6;0;1;6
70958;1;2;1;2;1
70959;0;3;272;5634;39178
70960;1;2;2;4;2
70961;1;2;4;5;8
70963;1;2;8;64;1024
70964;10;90;631;3567;16493
70968;2;6;21;51892;0
70971;12;1;2;1;2
70972;1;8;10;80;231
70975;246;2469;4691;6913;9135
70977;3;4;9;5;9
70979;2;80;248;458;672
70980;1;4;15;54;190
70982;17;53;109;281;397
70986;19;82;59;46;56
70988;1;2;3;5;6
70989;1;24;36;48;72
70990;1;1;1;1;1
70997;1;2;3;7;20
71000;1;3;10;41;172
71002;1;7;26;43;38
71010;3;22;71;169;343
71012;1;1;1;1;1
71013;64;1600;16060;108625;586343
71015;1;1;1;1;3
71017;0;0;4;23;76
71020;1;0;1;2;3
71021;0;2;5;8;10
71025;13;86;603;4620;37299
71029;1;1;3;1;15
71031;1;2;3;5;4
71033;5;24;52;93;145
71034;2;3;11;13;23
71036;1;165;31977;6203341;1203416145
71038;0;1;2;4;5
71039;1;13;339;4420;115259
71040;1;2;3;6;45
71042;0;4;1;12;16
71043;1;4;9;17;30
71046;262144;393216;589824;655360;884736
71047;1;0;3;5;2
71048;6;16;32;64;128
71049;0;2;34;246;1028
71050;1;33;161;231;323
71051;2;4;9;15;30
71053;3;6;7;12;14
71059;2;1;7;1;7
71060;1;1;1;1;1
71064;3;12;28;42;12
71066;1;1;1;1;1
71069;10;11;12;13;14
71070;1;3;3;5;3
71071;1;0;0;0;0
71073;0;28;82;244;730
71074;1;9;225;6273;968193
71076;3;4;4;6;6
71077;1;6;18;33;55
71079;1;1;43;289;3796
71082;1;0;2;1;1
71083;3;7;17;29;59
71084;1;2;2;2;2
71087;8;27;32;72;108
71089;31;61;151;181;211
71091;0;1;1;2;2
71092;1;1;0;1;1
71093;1;3;4;5;6
71097;29;1;1;19;5
71099;8;9;11;12;13
71102;1;1;1;1;2
71103;11;61;181;421;461
71105;12;168;4224;20316160;0
71106;1;2;9;59;462
71107;1;1;1;1;9
71108;9;11;12;13;14
71110;0;1;0;3;0
71111;7;155;3024;50451;822483
71114;0;1;14;169;2016
71115;1;1;18;52;392
71116;8;10;18;24;26
71120;12;15;18;20;21
71123;10;11;13;16;20
71125;0;1;7;0;7
71126;0;2;4;5;20
71128;1;1;4;12;46
71131;1;4;7;16;2
71138;0;1;1;0;9
71139;0;11;111;1111;11111
71140;1;121;1213121;1,23412E+11;1,23451E+18
71142;1;7;8;9;9
71144;0;1;0;3;-1
71145;0;0;0;0;0
71146;0;1;-1;3;-14
71148;1;4;6;131;371
71149;1;1;4;1;5
71150;1;0;3;6;27
71153;1;65;1561;24485;420022
71157;1;2;-1;8;-62
71159;3;5;6;101;211
71160;1;3;8;28;143
71161;0;1;2;6;21
71162;1;-1;7;-3;59
71165;1;8;56;392;2744
71167;2;2;10;28;207
71172;1;-4;8;-16;34
71174;1;2;22;712;127288
71177;1;2;2;-1;2
71181;1;212941;1,37176E+11;4,30049E+16;2,33916E+22
71187;34;70;106;142;178
71188;0;1;2;3;34
71189;1;2730;1097599230;6,50138E+16;5,67345E+26
71190;15;7;1;1;7
71192;11;31;199;0;0
71193;1;1;2;2;5
71196;0;0;0;1;1
71200;3;2;1;1;1
71202;2;3;7;13;61
71204;1;4;11;21;35
71206;496;56958;4114110;244909665;13285256985
71208;5;15;57;188;544
71211;1;1;2;3;4
71212;0;750;53270;1470379;23973881
71217;17;3;10;5;5
71218;2;4;6;8;12
71220;1;6;29;130;561
71222;1;4;10;18;32
71224;76;140;444;1692;3948
71225;8;14;50;86;302
71226;1;0;0;4;0
71227;1;2;3;4;6
71228;0;1;3;6;10
71229;8;12;23;24;36
71234;1;33;1056;33792;1081344
71236;1;3;11;41;154
71238;0;0;0;0;0
71239;2;1;2;7;22
71242;0;-1;3;-1;89
71244;1;-2;16;-440;20224
71246;1;2;7;21;57
71247;1;2;3;5;4
71248;2;8;32;144;708
71249;0;9;153;7641;192789
71252;2;3;5;7;23
71255;1;1;1;1;2
71257;16;135;1010;7528;56183
71258;0;1;2;3;6
71260;-1;-1;0;1;6
71266;1;2;4;9;537
71267;2;64;2048;65536;2097152
71274;1;2;9;54;378
71275;11;132;243;253;364
71277;9;63;296;693;4117
71278;1;11;122;1362;15284
71279;4;5;14;6;20
71286;1;2;2;2;54
71287;1;2;16;272;6531
71290;2;3;5;7;11
71291;1;2;3;5;9
71295;0;2;3;10;24
71296;1;1;3;1;6
71297;1;4;1;12;8
71299;1;1;2;1;4
71304;15;315;5040;85680;278460
71306;1;2;4;8;248
71307;1;0;-1;-6;-27
71313;1;6;2;5;70
71314;1;0;0;1;1
71318;1;1;1;2;7
71319;0;7;77;721;6545
71320;2;2;0;0;0
71322;0;1;-1;1;-1
71323;1;2;4;5;6
71325;11;22;333;444;55555555
71328;1;2;4;7;13
71331;4;6;12;30;84
71332;1;1;1;1;3
71334;1;19;55;161;473
71335;2;4;8;10;16
71339;2;4;8;10;14
71340;1;1;65;266817;69963653697
71341;1;1;1;2;2
71342;1;3;9;27;81
71345;2;6;4;20;3
71346;20;28;44;45;66
71349;1;3;6;10;16
71350;1;0;5;6;8
71354;1;2;3;4;7
71357;2;1;1;2;1
71358;1;4;11;23;41
71359;3;5;7;11;13
71360;29;65;293;485;785
71361;1;0;-1;-2;-2
71366;1;1;1;1;1
71375;207;1720;1720;13366;47900
71384;1;512;19684;262144;1953126
71385;1;-1;-1;-1;-1
71386;1;4;46;126;141
71389;1;5;14;32;60
71390;1;2;3;4;5
71392;1;15;1551;13575355;5,84728E+11
71394;0;1;2;9;64
71398;2;6;342;8372;15006
71400;1;1;2;10;72
71403;16;104;5368;40880;2532160
71404;0;4;3;4;7
71405;1;39;1482;56316;2140008
71409;1;3;7;12;28
71410;1;8;2;10;4
71414;1;2;11;12;21
71415;7;0;4;4;4
71417;1;1;3;20;280
71419;4;15;72;420;2880
71421;1;3;120;151200;10973491200
71423;1;1;3;4;11
71429;0;1;3;6;2
71430;1;1;1;3;1
71431;1;0;1;2;0
71432;1;1;1;1;2
71434;0;0;1;4;23
71436;1;1;7;31;175
71437;2;10;108;235;1201
71441;1;3;9;10;14
71443;2;1;4;2;3
71445;177;2530;94932;1647086;1996813914
71446;0;1;5;6;10
71447;1;6;3720;25080;237000
71448;27;55;137;192;521
71453;1;1;5;12;42
71455;26;74;107;155;170
71458;1;7;11;67;283
71461;1;16;240;3600;54000
71463;3;4;5;6;7
71466;3;5;6;7;11
71469;1;4;5;6;0
71472;1;-2;-8;-20;-44
71473;650;2678;6058;10790;16874
71475;1;1;3;83;8887
71476;1;44;1892;81356;3498308
71478;1;2;2;4;6
71479;1;2;1;2;3
71486;19;20;39;59;98
71487;1;2;2;4;1
71488;1;1;1;1;1
71492;1;1;0;1;0
71493;1;4;10;21;34
71494;0;16;150;1766;17792
71500;2;7;10;13;16
71501;1;4;5;8;25
71503;1;6;96;576;5180
71509;11;12;22;13;23
71512;1;200;2043;28888;346501
71514;0;1;4;6;9
71516;311;622;719;839;1009
71518;0;1;2;6;16
71523;1;1;-1;-2;15
71524;0;1;4;9;10
71525;0;0;76;14392910;0
71527;0;1;3;5;12
71528;30;31;61;153;214
71529;781;3281;3781;3881;3901
71530;3;4;2;5;6
71531;971;431441;838949;2614691;6770161
71533;5;31;112;308;714
71535;78125;410338673;17249876309;1,94754E+11;1,17471E+12
71544;0;1;2;3;4
71545;1;5;2;3;21
71548;1;2;3;5;7
71551;7621259;8917523;10270451;14518211;16525757
71559;1;-6;128;-7784;863168
71560;3;31;331;3331;33331
71561;2;3;7;9;15
71563;2;3;5;7;131
71567;1;2;4;7;12
71568;36;1936;6031936;1,55637E+12;4,61573E+22
71569;1;2;7;61;2480
71575;0;0;0;2;4
71576;3;1;6;2;2
71578;2;4;1;8;6
71580;1;744;-196884;167975456;-1,80593E+11
71585;5;89;281;1321;2129
71588;0;3;10;21;42
71590;1;1;12;89;2681
71594;2;5;6;2;2
71599;1;1;2;1;2
71600;13;19;20;30;33
71603;2;4;8;14;24
71605;1;2;3;4;5
71607;18;12;36;12;36
71608;11;13;19;37;53
71609;0;1;6;10;19
71610;1;3;6;10;15
71615;1;4;15;53;185
71616;1;1;2;2;6
71617;18;324;660;1992;5334
71619;1;1;5;83;5048
71621;53;286;352;392;1118
71623;1;-26;325;-2626;15626
71624;1;5;6;15;23
71628;9;25;27;45;81
71629;1;1;1;2;1
71632;1;2;3;4;5
71633;1;0;0;0;0
71634;48;63;68;74;111
71638;1;6;21;56;126
71640;1;1;1;1;0
71641;1;3;2;9;6
71642;1;272;14280;251600;1949492
71643;0;1;11;112;1123
71644;1;14;104;546;2274
71645;81;244;246;252;270
71646;1;2;4;8;10
71647;4;6;109;111;1330669
71650;1;1;1;1;1
71651;1;6;2;3;4
71652;1;17;17;289;17
71654;0;2;4;5;6
71655;5;7;9;10;11
71656;0;632;4434;0;5545
71657;1;1;1;1;11
71658;-1;3;-28;259;-3126
71659;1;3;11;61;379
71661;0;1;1;5;2
71665;1;-12;54;-88;-99
71667;2;3;5;6;6
71669;2;3;19;23;41
71670;1;15;43;99;263
71671;1;3;13;67;369
71672;1;3;1;6;3
71673;1;1;3;1;3
71676;1;3;5;7;9
71678;1;4;7;9;19
71680;3;3;7;13;19
71681;11;13;41;43;71
71684;4369;4370;4371;4376;4377
71689;1;5;3;4;5
71691;1;-3;5;-5;-1
71692;2;3;2;4;5
71695;9;9;1;8;7
71696;2;5;11;19;37
71697;1;37;3159;756105;611600765
71698;0;1;2;15;16
71699;5861;3449;4909;8761;6151
71701;12;507;37038;3834009;512501793
71702;47;94;188;257;376
71703;0;1;2;3;5
71704;0;2;3;0;4
71705;1;-1;0;1;-1
71706;0;0;1;1;2
71707;1;0;2;2;5
71708;1;1;1;3;1
71711;1;1;3;11;48
71713;3;5;7;323;11
71714;0;1;1;4;5
71716;1;1;1;1;1
71717;3;0;4;2;1
71718;1;1;1;1;2
71720;3;2;12;24;48
71722;1;3;10;11;16
71723;8;89;1056;12397;145778
71724;6;12;20;42;56
71725;997;1699;2887;5569;5659
71726;2;4;5;9;11
71727;1;1;2;4;7
71728;3;31;314159;3,14159E+37;0
71729;0;2;2;8;12
71730;1;3;9;13;27
71731;1;2;5;15;51
71734;1;0;2;1;1
71736;0;1;16;6;6
71737;2;3;5;7;11
71739;2;3;12;21;21
71740;5;25;145;865;5185
71741;2;3;5;7;17
71742;1;3;5;6;9
71743;1;1;1;1;1
71744;-1;-2;-10;-37;-143
71745;1;15;122;1128;10678
71747;1;2;-5;-46;-119
71748;0;2;0;4;0
71749;0;0;1;0;0
71750;1;1;1;0;1
71751;0;0;0;1;1
71755;1;2;6;24;120
71761;3;2;4;6;9
71762;15;57;180;621;2061
71763;124;142;214;241;412
71765;3;10;30;85;233
71766;16;18;21;24;25
71769;0;4;7;5;4
71771;1;1;1;2;2
71773;3;5;11;21;23
71774;1;8;72;664;6184
71775;1;1;1;1;1
71776;1;1;0;1;1
71781;24;1728;324000;19559232000;2,08039E+11
71782;1;2;3;4;5
71783;1;1;1;1;1
71787;2;6;8;24;30
71789;10;10;10;10;10
71790;1;1;1;1;1
71791;1;15;198;2578;33519
71792;1;1;4;49;1303
71793;1;1;1;1;1
71794;1;1;6;1;11
71796;0;1;3;5;8
71798;1;0;0;0;10
71799;2178;21978;219978;2199978;21782178
71801;1;1;4;12;48
71802;1;1;1;2;1
71803;1;1;11;31;211
71806;4;4;8;6;8
71813;11;31;601;10711;45281
71815;0;3;5;8;39
71817;5;7;13;17;19
71818;1;2;3;4;6
71819;0;1;2;3;4
71820;21;94;544;3509;26799
71821;2;5;6;14;21
71822;1;4;6;9;11
71823;1428;6854;16330;29856;47432
71824;1;0;6;9;7
71825;1;2;3;4;5
71826;1;3;3;7;7
71830;2;2;9;5;5
71832;2;3;7;17;11
71834;1;2;3;8;5
71835;3365;7753;21341;69250;105097
71836;139;457;563;881;1093
71838;1;2;8;384;552960
71840;9;0;0;4;0
71841;1;1;2;3;2
71843;64;4096;110116;1658703;16979881
71846;1;2;3;5;6
71849;1;31;930;27900;837000
71852;1;47;2162;99452;4574792
71858;0;23;46;57;92
71859;0;1;2;2;2
71860;1;2;1;4;3
71863;1;2;3;4;5
71864;2;3;4;3;6
71865;4;12;112;220;840
71867;1;1;2;9;46
71868;1;2;3;5;11
71870;1;2;4;6;2
71873;5;7;13;19;31
71874;1;4;1;12;4
71875;1;2;9;8;7
71877;12;54;224;950;4012
71879;1;2;0;4;1
71881;0;12578;24673352;49491906456;9,48213E+13
71885;1;8;106;1558;23589
71887;0;2;6;12;20
71889;5;6;5;6;5
71890;0;0;42;1836695;10530242387
71892;0;1;1;0;0
71897;284;914;3292;5768;228
71900;2;1;4;6;7
71902;0;1;46;2;11
71903;1;2;7;31;142
71904;1;2;3;4;5
71905;19;79;179;319;499
71907;1;1;2;3;7
71909;0;2;0;0;0
71910;1;2;6;10;22
71917;7;1;5;14;95
71918;4;14;24;34;44
71919;6;1;31;136;731
71921;1;7;22;29;80
71922;3;5;13;17;41
71923;9;8;6;7;6
71930;1;1;0;-1;-1
71932;15309;599534;24722349;610123426;19542294660
71936;2;3;4;6;12
71940;15;28;88;245;396
71942;2;-2;3;5;-2
71943;1;10;-7;-856;-1743
71948;1;-2040;4508570;-9900819720;2,17529E+13
71950;1;11;17;23;25
71951;12;6;4;3;2
71953;1;3;6;12;23
71954;3;15;6;15;14
71959;16;42;308;1664;10246
71961;10243657;10247563;10254367;10254763;10264537
71962;12;34;56;78;910
71964;-43;-53;83;-197;283
71967;1;16;184;1864;21352
71970;1;30;31;31;31
71971;1;1;1;1;2
71972;3;6;9;13;16
71974;10;44;144;486;1582
71981;0;0;1;2;2
71982;1;112;7392;376320;16380672
71985;0;1;2;2;3
71988;8;14930352;6,1922E+44;0;0
71991;2;1;11;14;71
71993;1;1;2;5;0
71994;0;1;1000;1000000;1000000000
71999;0;0;0;1;2
72001;0;0;7;2;9
72003;1;2;6;20;74
72006;1;627;393128;246490629;1,54549E+11
72007;0;1;-1;-1;0
72008;1;0;0;0;0
72009;2;5;9;12;16
72010;4;11;16;31;35
72012;5;7;11;47;139
72014;1;2;2;6;6
72015;1;2;2;3;4
72017;5;7;11;29;23
72018;1;55;1891;64261;2183005
72019;1;2;6;21;72
72020;1;2;5;10;3
72022;1;2;6;9;12
72024;1;6;2016;33784128;2,78111E+13
72027;2;1;49;54;19
72028;11;0;13;41;0
72029;5;9;13;17;23
72031;8;263;518;773;1028
72032;0;-1;-2;0;0
72033;1;28;184;952;5776
72035;15;1001;12650;14950;3,87671E+11
72036;1;4;40;12096;604800
72037;2;9;34;123;440
72039;3;11;19;193;1061
72040;2;3;7;5;11
72042;1;8;384;46080;2064384
72045;1;11;102;919;8273
72046;5;37;757;1031;2237
72048;6;32;102;259;540
72049;611;2293;7349;20247;54611
72052;0;0;0;0;1
72053;0;51;344;2402;16808
72054;1;3;10;42;210
72055;3;5;29;727;3628811
72056;704;13440;260544;5177344;104024384
72059;0;1;1;2;3
72060;4;49;400;4096;40000
72061;1;5;25;13;9
72062;1;2;24;720;8064
72063;1;3;9;5;6
72064;9;0;0;3;6
72066;72927;76167;434434;868868;1226221
72067;5;8;11;14;17
72068;1;0;0;0;0
72073;3;4;5;9;10
72074;11;13;19;31;37
72075;16;196;1156;12996;104976
72076;1;17;272;4352;69632
72082;1;10;45;140;350
72085;1;2;4;8;13
72086;5;10;40;41;129
72090;1;2;6;26;147
72091;1;3;5;11;47
72095;1;6;27;104;369
72096;1;3;7;9;11
72098;0;0;0;0;1
72099;1;2;30;2240;685160
72101;1;0;1;3;11
72103;1;2;5;9;27
72104;2;6;2;7;9
72107;31;3;13;11;17
72112;1;1;4;9;30
72113;282475249;1,09951E+12;9,53674E+13;2,06438E+15;2,16115E+16
72115;1;45;1034;16169;193499
72119;1;1;1;1;4
72120;1;1;1;1;1
72127;1;1;0;-2;0
72129;1;9;256;33057;16796160
72131;1;2;9;34;159
72132;1;2;1;2;1
72134;7;1;9;4;5
72135;5;9;49;449;4449
72137;-1;8;-37;156;-625
72138;2;1;1;5;1
72143;1;-36;684;-9120;95724
72144;0;0;0;0;0
72145;1;3;9;25;69
72148;1;1;1;1;2
72149;231;2679;18471;24311;61171
72151;1;0;0;1;1
72152;3;7;13;1;2
72153;1;3;4;5;7
72155;1;5;15;6;18
72156;1;2;0;-2;6
72157;1;3;5;7;9
72158;5;52;374;2581;17708
72163;1;1;0;1;1
72167;1;2;4;6;7
72168;0;0;1;1;2
72169;0;0;0;0;1
72170;1;2;4;8;16
72171;1;1;1;1;0
72172;1;2;4;12;36
72173;4266246;7657326365;1,34363E+13;2,35919E+16;4,14169E+19
72175;10;400;1859;17260;295753
72176;1;2;2;3;2
72177;0;0;0;0;1
72179;2;10;18;26;34
72180;1;14;294;343;72030
72182;0;0;0;0;0
72184;1;1;0;-1;-1
72185;1;2;4;5;7
72188;1;6;78;1266;23010
72190;1;1;1;1;1
72194;13;14;69;83;152
72198;1;1;2;3;7
72200;0;1;3;14;40
72201;0;4;28;124;832
72204;1;5;8;11;16
72205;1;1;3;17;153
72206;2;7;19;53;131
72207;1;36;1260;44100;1543500
72208;1;7;37;193;1515
72209;1;0;1;1;0
72214;21;441;3223;25689;243981
72217;2;7;10;15;18
72218;1;4;1;20;8
72222;29;1;1;1;58
72225;1;4;11;26;54
72226;1;1;1;2;1
72228;2;5;2;9;2
72230;1;11;4;121;88
72231;1331;1030301;11224377919;4,0343E+13;8,39644E+13
72233;0;0;0;0;0
72234;0;1;-1;3;-10
72235;14;22;26;34;38
72237;0;0;0;0;1
72238;1;1;3;21;945
72243;0;2;4;5;6
72244;10;132;1618;18584;206392
72248;256;16000;186516;1334973;8073038
72249;4;27;3125;2,85312E+11;2,08805E+31
72252;0;1;5;1;33
72254;1;1;2;4;7
72255;3;35;340;3304;33740
72259;1;1;6;20;69
72260;4;8;4;8;16
72263;1;11;231;3311;56287
72266;1;3;4;6;4
72269;1;0;0;256;2016
72270;1;9;234;13330;759255
72271;1;2;3;6;7
72275;13;881;9323;1437659;2105347
72276;20;21;62;269;331
72282;2;3;7;11;71
72283;0;1;10;111;100
72284;1;5;25;95;-275
72287;2;48;146;448;912
72290;1;1;1;1;1
72295;1;1;1;0;1
72296;8;24;30;40;60
72297;1;2;37;76;1405
72299;1;2;8;31;132
72300;1;16;1296;6912;6480000
72301;2;3;11;5;13
72302;1;4;10;18;28
72305;0;1;5;3;10
72306;1;-1;-7;-169;-9199
72308;5;5;21;21;21
72310;1;1;1;0;1
72311;2;3;5;11;17
72315;1;5;7;19;107
72321;0;2;3;6;8
72323;0;0;1;0;1
72324;1726;2284;2734;2974;3823
72325;1;25;430;6370;87451
72327;763592;468;32;6;0
72331;7;13;31;57;133
72334;0;3;11;28;56
72335;1;3;7;12;26
72337;2;6;38;234;1442
72338;1;21;4541;198765;3083569
72339;1;2;6;24;160
72340;1;22;142;730;4390
72341;2;6;10;12;14
72349;0;1;1;6;35
72351;0;2;15;64;220
72352;18;56;60;72;170
72358;-1;261;582;900;1218
72361;1;0;0;0;0
72362;1;1;2;5;57
72365;0;1;10;100;1000
72367;2;3;2;3;2
72368;0;2;18;98;450
72369;319;697;767;803;1219
72374;1;2;8;18;55
72376;3,34343E+12;1,87119E+12;3,07768E+11;5,46349E+11;1,36224E+12
72381;2;22;266;2712;27175
72383;1;1;1;1;2
72384;40961;19131877;2441406251;1,15386E+11;1,38091E+14
72385;97;2;2;3;1
72386;3;4;25;108;735
72391;1;1;1;0;1
72394;1;-1;1;1;-2
72395;1;1;1;1;4
72396;2;10;11;12;14
72397;0;1;1;2;1
72401;1;5;15;35;70
72403;1;0;3;6;45
72407;1;-6,85854E+11;5,13159E+23;-3,81061E+35;2,83145E+47
72409;15;91;187;551;851
72413;1;2;4;5;7
72414;0;1;2;3;4
72415;1;2;3;12;15
72420;1;1;1;1;0
72421;11;13;17;29;41
72422;1;16;251;14491;1730861
72425;1;5;21;78;274
72427;1;3;15;66;406
72429;6;6;3;6;3
72436;1;2;4;8;15
72437;7;13;19;73;109
72442;1;9;21;37;69
72445;1;3;6;12;24
72447;0;0;0;0;1
72448;1;2;4;9;18
72449;1;8;584;3490568;1,38073E+14
72450;1;2;2;2;4
72451;0;1;2;2;3
72453;2;13;29;37;53
72455;1;1;2;1;2
72456;0;0;1;0;0
72457;1;1;2;4;8
72459;7;8;6;1;2
72460;2;11;14;20;23
72461;1;3;3;9;9
72462;1;1;4;31;364
72465;729;1215;1701;2025;2673
72466;1;2;4;8;12
72468;3;0;0;0;0
72469;1;1;2;2;4
72471;0;1;5;15;36
72472;7;3;4;3;6
72473;1;2;1;3;2
72476;1;2;4;9;21
72483;2;7;9;14;37
72485;1;1;2;5;15
72487;1;12;78;87;292
72489;1;2;3;4;3
72490;60;292;292;1176;2396
72493;1;1;1;1;2
72498;1;81;400;32400;195938
72499;1;3;5;9;9
72500;1;1;1;2;3
72502;12;18;24;36;40
72503;1;2;4;197;394
72504;0;0;6;0;5
72506;625;40000;455625;0;0
72507;1;5;8;2;4
72508;1;5;20;79;306
72509;1;60;5040;604800;99792000
72510;2;3;11;13;17
72511;1;1;2;4;18
72512;1;40;1560;60840;2371980
72515;1;1;1;1;1
72516;1;1;4;5;7
72521;2;8;14;36;82
72522;1;6;8;9;14
72523;1;2;3;7;25
72525;1;2;3;4;6
72528;2;5;11;31;129
72529;0;-1;1;-4;5
72532;0;0;120;2571486;5,49508E+11
72534;1;3;15;81;422
72536;1;3;3;6;13
72537;6;90;630;660;1170
72539;72;120;168;312;408
72540;21;1347;89920;5962648;394328064
72542;1;2;-24;104;1792
72544;1;12;54;88;-99
72545;1;1;2;3;10
72546;1;1;2;4;12
72547;59;71;199;229;251
72549;0;4;41;306;1966
72551;6;336;333312;5418319872;1,58486E+12
72555;1;3;49;459;3913
72556;1;1;16;264;4480
72557;1;4;8;12;18
72560;7;42;49;210;882
72564;0;0;1;2;4
72565;2;3;3;4;5
72569;18;42;60;78;120
72572;0;1;0;3;4
72573;13;890;55431;2810070;155884161
72574;1;2;5;11;25
72576;1;1;2;4;7
72577;0;0;1;1;2
72580;0;1;2;9;26
72581;8;9;14;15;24
72582;90;525;2695;11011;31603
72584;1;2;3;4;5
72585;1;1;3;9;37
72587;1;2;2;3;4
72589;1;3;9;17;27
72590;0;1;1;1;1
72591;0;1;2;3;4
72592;1;1;3;4;6
72593;1;6;3;6;21
72595;0;0;1;2;1
72597;1;4;12;27;54
72599;0;1;3;7;2
72601;1;1;2;1;2
72602;1;2;72;172800;60963840000
72604;3;7;13;31;61
72608;7572;47106;319698;2046168;14200242
72611;3;0;6;0;6
72614;1;2;4;8;16
72615;-1;2;-1;2;-3
72616;1;3;13;55;885
72617;1;2;3;3;4
72618;0;1;2;3;4
72619;3;9;12;15;21
72620;1;2;10;11;12
72621;1;0;5;6;1
72627;2;6;7;4;0
72628;788;30818;60848;90878;120908
72630;1;1;2;5;17
72631;1;47;91;0;0
72634;1;3;11;43;555
72635;1;73;5986;484210;39226915
72636;243;7776;45064;160362;495985
72638;2;3;4;5;6
72639;5;30;35;40;45
72642;0;0;0;0;0
72645;1;-1;1;2;-3
72647;1;2;3;14;18
72649;1;3;9;27;81
72652;1;0;-2;-9;-33
72653;1;-9;191;-4809;135191
72654;0;0;0;0;32
72655;2;13;280;17489;48909526
72657;-199;6849;-737;46711;-975823
72658;1;7;19;37;82
72659;6;37;228;1404;8645
72660;1;2;14;132;1446
72661;0;0;0;0;0
72664;1;5;9;13;18
